日期,模型,计划购电费,调整费,紧急购电费,紧急购电量,总费用,末SOC,阶段,v_term,价格预测MAE,计划紧急购电量,计划紧急购电费
2025-01-01,none,0.0,0.0,432888.7998430083,92035.17001666666,432888.7998430083,6000.0,init,0.0,0.0,0.0,0.0
2025-01-02,none,78170.43012215814,0.0,8275.773076712647,1762.897406172839,86446.20319887079,10654.339575,init,0.5328444444444443,0.038234027777777777,0.0,0.0
2025-01-03,none,56581.11496452577,0.0,0.0,0.0,56581.11496452577,10800.0,init,0.5308481481481482,0.18821631944444445,0.0,0.0
2025-01-04,none,22661.323636313762,0.0,10256.027960315616,4329.037468312753,32917.35159662938,10556.64123,init,0.4977197530864197,0.13456041666666665,0.0,0.0
2025-01-05,none,29536.489350514756,0.0,228072.2950401694,45835.00478168724,257608.78439068416,9185.410364999998,init,0.47875925925925933,0.09554913194444446,0.0,0.0
2025-01-06,none,74298.61283238907,0.0,15033.698396050035,2803.3008333333446,89332.31122843911,10718.956319999998,init,0.4920933333333334,0.08167111111111112,0.0,0.0
2025-01-07,none,70906.5168276184,0.0,28194.385342923048,5626.016156378631,99100.90217054145,10710.055154999998,init,0.4989623456790123,0.06666828703703703,0.0,0.0
2025-01-08,none,77447.28852588077,0.0,12975.88033045633,2668.5572840000004,90423.1688563371,10757.449425000003,init,0.500173015873016,0.04950793650793652,0.0,0.0
2025-01-09,none,70476.65945150494,0.0,18560.56496324509,3597.3916072017437,89037.22441475003,10747.30257,init,0.4981608465608466,0.05736785714285713,0.0,0.0
2025-01-10,none,58718.21292861934,0.0,1.6980550299194877e-13,2.842170943040401e-14,58718.21292861934,10800.0,init,0.4987703703703703,0.13991765873015874,0.0,0.0
2025-01-11,none,22238.07230175298,0.0,6568.441357321583,2396.1369342901494,28806.513659074564,10399.662464999998,init,0.4961656084656085,0.1352948412698413,0.0,0.0
2025-01-12,none,31141.352784053597,0.0,219755.18242861907,43195.16332751646,250896.53521267266,9087.386535,init,0.4964333333333332,0.06021696428571429,0.0,0.0
2025-01-13,none,73693.39580417331,0.0,9060.316324408323,1905.9447833333318,82753.71212858164,10597.352669999998,init,0.49465661375661374,0.05179861111111111,0.0,0.0
2025-01-14,none,71179.69803181337,0.0,15325.90431140828,2942.1849499999894,86505.60234322165,10640.392049999999,init,0.4953925925925925,0.054164980158730155,0.0,0.0
2025-01-15,none,68555.97584692828,0.0,25238.606408307838,5163.5823930041515,93794.58225523612,10753.904564999999,init,0.4971100529100528,0.05923402777777777,0.0,0.0
2025-01-16,none,70524.47407278704,0.0,16502.215085658572,2661.506051063793,87026.6891584456,10603.443857407407,init,0.497957671957672,0.05244037698412697,6.738667635593292e-13,2.2021178910778683e-12
2025-01-17,none,24273.232394435567,0.0,143.8163577293015,62.176568109957,24417.04875216487,10764.331679713387,init,0.4971534391534391,0.14103988095238093,7.73070496506989e-13,2.3578195396112273e-12
2025-01-18,none,25774.31049137314,0.0,410.72158280680685,104.88704316377056,26185.032074179948,10726.164395539892,init,0.499037037037037,0.14380089285714287,0.0,0.0
2025-01-19,none,69242.14039719502,0.0,11611.351705111623,2202.6687921729817,80853.49210230664,10181.274551310551,init,0.5005740740740742,0.05702936507936508,-7.105427357601002e-15,-3.8554759385078796e-14
2025-01-20,none,71182.01981667738,0.0,12589.032138963476,2579.9582832887786,83771.05195564085,10796.447357469144,init,0.501367724867725,0.05355873015873015,7.561505194300318,34.754468853138846
2025-01-21,none,69824.89059228316,0.0,0.0,0.0,69824.89059228316,10798.406760928856,init,0.5010121693121693,0.044362301587301596,7.846479179959687,38.54255346417729
2025-01-22,none,71704.78056103099,0.0,1295.1495247913297,214.14146265273183,72999.93008582231,9690.534658098883,init,0.5011037037037036,0.0640277777777778,174.8825526014004,706.4752823813291
2025-01-23,none,71481.52151021187,0.0,21730.39617589988,3979.3356001164457,93211.91768611174,10134.327980034446,init,0.5011021164021164,0.06664623015873015,2.424620835751193,5.451323174750052
2025-01-24,none,20005.54033802742,0.0,3925.0360465300555,1292.8668480218707,23930.576384557473,10500.49616459326,init,0.501778835978836,0.14937162698412695,18.631351707678146,55.88979817218065
2025-01-25,none,19744.14446625345,0.0,2138.053570447245,1122.705716587022,21882.198036700695,10502.769100765114,init,0.5026534391534392,0.15257132936507936,59.314276681253276,156.89881008601694
2025-01-26,none,76242.50892142065,0.0,0.0,0.0,76242.50892142065,10278.206658620642,init,0.49998359788359786,0.06394434523809525,57.20556801402142,221.39772751057166
2025-01-27,none,66301.80135784954,0.0,2447.5829637806937,604.1896118700998,68749.38432163023,10377.467150457855,init,0.49859841269841276,0.046439880952380955,75.01710845173284,291.9579335997932
